text,label
"Dear Customer, your bank account access is restricted. Verify your information here: http://update-your-billing.net",1
Your package could not be delivered. Please update your shipping address here: http://update-your-billing.net,1
The project deadline has been extended to Tuesday. Keep up the good work!,0
Security Alert: We detected an unusual login to your Netflix account. Please update your password immediately at http://bit.ly/123xyz,1
URGENT: Your PayPal account will be suspended in 24 hours. Click here to verify your identity: http://account-recovery-service.org,1
Can you send me the presentation slides from yesterday?,0
Attached is the report for Q1. Let me know if you need any changes.,0
I will be out of office starting Thursday and returning on Thursday.,0
URGENT: Your Wells Fargo account will be suspended in 24 hours. Click here to verify your identity: http://secure-login-verify.com,1
Are we still going to lunch? I was thinking we could go to Starbucks.,0
Thanks for your help with the bug fix! It works perfectly now.,0
Your package could not be delivered. Please update your shipping address here: http://secure-login-verify.com,1
IT Helpdesk: We are migrating email servers. Please validate your inbox at http://secure-login-verify.com to avoid losing emails.,1
The project deadline has been extended to Thursday. Keep up the good work!,0
Action Required: Your password expires today. Change it now at http://secure-login-verify.com,1
"Hi Chris, let's schedule a meeting for Wednesday at 10 AM.",0
I will be out of office starting Friday and returning on Friday.,0
We noticed suspicious activity on your credit card. Confirm your recent transactions at http://update-your-billing.net,1
Reminder: Team building event next Thursday.,0
Thanks for your help with the bug fix! It works perfectly now.,0
Invoice #5840 is due. Please review the attached document and submit payment via http://bit.ly/123xyz,1
Are we still going to lunch? I was thinking we could go to Starbucks.,0
You have won a $1000 gift card! Claim your prize now by visiting http://update-your-billing.net,1
"Hi Emily, let's schedule a meeting for Tuesday at 1 PM.",0
Action Required: Your password expires today. Change it now at http://account-recovery-service.org,1
Hey! Just checking in to see how you're doing. Call me when you can.,0
Hey! Just checking in to see how you're doing. Call me when you can.,0
I will be out of office starting Thursday and returning on Thursday.,0
Can we reschedule our call to 4:30 PM? I have a conflict.,0
Can we reschedule our call to 9:00 AM? I have a conflict.,0
Thanks for your help with the bug fix! It works perfectly now.,0
Reminder: Team building event next Monday.,0
Hey! Just checking in to see how you're doing. Call me when you can.,0
"Dear Customer, your bank account access is restricted. Verify your information here: http://secure-login-verify.com",1
Please review the attached pull request when you have a moment.,0
URGENT: Your Bank of America account will be suspended in 24 hours. Click here to verify your identity: http://secure-login-verify.com,1
Can you send me the presentation slides from yesterday?,0
Invoice #8595 is due. Please review the attached document and submit payment via http://account-recovery-service.org,1
Security Alert: We detected an unusual login to your Wells Fargo account. Please update your password immediately at http://secure-login-verify.com,1
Can you send me the presentation slides from yesterday?,0
The project deadline has been extended to Monday. Keep up the good work!,0
Action Required: Your password expires today. Change it now at http://account-recovery-service.org,1
We noticed suspicious activity on your credit card. Confirm your recent transactions at http://bit.ly/123xyz,1
Reminder: Team building event next Monday.,0
Hey! Just checking in to see how you're doing. Call me when you can.,0
Can we reschedule our call to 9:00 AM? I have a conflict.,0
Hey! Just checking in to see how you're doing. Call me when you can.,0
Hey! Just checking in to see how you're doing. Call me when you can.,0
Important update regarding your account security. Please login to confirm your details: http://confirm-identity-now.com,1
Attached is the report for Q1. Let me know if you need any changes.,0
Hey! Just checking in to see how you're doing. Call me when you can.,0
URGENT: Your Microsoft account will be suspended in 24 hours. Click here to verify your identity: http://update-your-billing.net,1
Please review the attached pull request when you have a moment.,0
IT Helpdesk: We are migrating email servers. Please validate your inbox at http://update-your-billing.net to avoid losing emails.,1
IT Helpdesk: We are migrating email servers. Please validate your inbox at http://account-recovery-service.org to avoid losing emails.,1
The project deadline has been extended to Monday. Keep up the good work!,0
Reminder: Team building event next Friday.,0
Are we still going to lunch? I was thinking we could go to that new sushi place.,0
"Hi team, just a quick update on the project status.",0
Are we still going to lunch? I was thinking we could go to Chipotle.,0
The project deadline has been extended to Tuesday. Keep up the good work!,0
Hey! Just checking in to see how you're doing. Call me when you can.,0
Attached is the report for Q4. Let me know if you need any changes.,0
Reminder: Team building event next Tuesday.,0
Can we reschedule our call to 10 AM? I have a conflict.,0
"Hi team, just a quick update on the project status.",0
Invoice #2421 is due. Please review the attached document and submit payment via http://secure-login-verify.com,1
The project deadline has been extended to Friday. Keep up the good work!,0
Are we still going to lunch? I was thinking we could go to the cafe.,0
"Hi David, let's schedule a meeting for Thursday at 4:30 PM.",0
Please review the attached pull request when you have a moment.,0
Reminder: Team building event next Wednesday.,0
I will be out of office starting Wednesday and returning on Wednesday.,0
Your package could not be delivered. Please update your shipping address here: http://bit.ly/123xyz,1
"Dear Customer, your bank account access is restricted. Verify your information here: http://account-recovery-service.org",1
Attached is the report for Q1. Let me know if you need any changes.,0
Important update regarding your account security. Please login to confirm your details: http://bit.ly/123xyz,1
Your package could not be delivered. Please update your shipping address here: http://confirm-identity-now.com,1
Your package could not be delivered. Please update your shipping address here: http://confirm-identity-now.com,1
Thanks for your help with the bug fix! It works perfectly now.,0
Attached is the report for Q2. Let me know if you need any changes.,0
"Dear Customer, your bank account access is restricted. Verify your information here: http://confirm-identity-now.com",1
I will be out of office starting Monday and returning on Monday.,0
Your package could not be delivered. Please update your shipping address here: http://account-recovery-service.org,1
I will be out of office starting Tuesday and returning on Tuesday.,0
We noticed suspicious activity on your credit card. Confirm your recent transactions at http://account-recovery-service.org,1
Invoice #1873 is due. Please review the attached document and submit payment via http://bit.ly/123xyz,1
Your package could not be delivered. Please update your shipping address here: http://confirm-identity-now.com,1
Can you send me the presentation slides from yesterday?,0
Security Alert: We detected an unusual login to your Microsoft account. Please update your password immediately at http://confirm-identity-now.com,1
Security Alert: We detected an unusual login to your Google account. Please update your password immediately at http://confirm-identity-now.com,1
Can we reschedule our call to 3 PM? I have a conflict.,0
Thanks for your help with the bug fix! It works perfectly now.,0
Action Required: Your password expires today. Change it now at http://bit.ly/123xyz,1
"Dear Customer, your bank account access is restricted. Verify your information here: http://update-your-billing.net",1
Please review the attached pull request when you have a moment.,0
Please review the attached pull request when you have a moment.,0
Attached is the report for Q4. Let me know if you need any changes.,0
Action Required: Your password expires today. Change it now at http://secure-login-verify.com,1
We noticed suspicious activity on your credit card. Confirm your recent transactions at http://secure-login-verify.com,1
"Hi Taylor, let's schedule a meeting for Monday at 1 PM.",0
"Dear Customer, your bank account access is restricted. Verify your information here: http://update-your-billing.net",1
"Hi team, just a quick update on the project status.",0
Can we reschedule our call to 1 PM? I have a conflict.,0
Security Alert: We detected an unusual login to your Netflix account. Please update your password immediately at http://account-recovery-service.org,1
We noticed suspicious activity on your credit card. Confirm your recent transactions at http://secure-login-verify.com,1
Action Required: Your password expires today. Change it now at http://secure-login-verify.com,1
Your package could not be delivered. Please update your shipping address here: http://secure-login-verify.com,1
Action Required: Your password expires today. Change it now at http://account-recovery-service.org,1
Can you send me the presentation slides from yesterday?,0
Security Alert: We detected an unusual login to your Chase account. Please update your password immediately at http://confirm-identity-now.com,1
IT Helpdesk: We are migrating email servers. Please validate your inbox at http://account-recovery-service.org to avoid losing emails.,1
"Hi team, just a quick update on the project status.",0
Invoice #2528 is due. Please review the attached document and submit payment via http://update-your-billing.net,1
You have won a $1000 gift card! Claim your prize now by visiting http://confirm-identity-now.com,1
IT Helpdesk: We are migrating email servers. Please validate your inbox at http://bit.ly/123xyz to avoid losing emails.,1
Can you send me the presentation slides from yesterday?,0
Your package could not be delivered. Please update your shipping address here: http://update-your-billing.net,1
Reminder: Team building event next Monday.,0
Are we still going to lunch? I was thinking we could go to Chipotle.,0
You have won a $1000 gift card! Claim your prize now by visiting http://confirm-identity-now.com,1
"Hi team, just a quick update on the project status.",0
We noticed suspicious activity on your credit card. Confirm your recent transactions at http://secure-login-verify.com,1
You have won a $1000 gift card! Claim your prize now by visiting http://bit.ly/123xyz,1
Are we still going to lunch? I was thinking we could go to that new sushi place.,0
Reminder: Team building event next Tuesday.,0
Please review the attached pull request when you have a moment.,0
"Hi team, just a quick update on the project status.",0
"Hi Mike, let's schedule a meeting for Tuesday at 3 PM.",0
Reminder: Team building event next Friday.,0
Thanks for your help with the bug fix! It works perfectly now.,0
Your package could not be delivered. Please update your shipping address here: http://bit.ly/123xyz,1
"Hi Sarah, let's schedule a meeting for Thursday at 4:30 PM.",0
Are we still going to lunch? I was thinking we could go to that new sushi place.,0
Thanks for your help with the bug fix! It works perfectly now.,0
Please review the attached pull request when you have a moment.,0
Can you send me the presentation slides from yesterday?,0
URGENT: Your Wells Fargo account will be suspended in 24 hours. Click here to verify your identity: http://secure-login-verify.com,1
IT Helpdesk: We are migrating email servers. Please validate your inbox at http://account-recovery-service.org to avoid losing emails.,1
Can you send me the presentation slides from yesterday?,0
I will be out of office starting Friday and returning on Friday.,0
Invoice #6206 is due. Please review the attached document and submit payment via http://bit.ly/123xyz,1
URGENT: Your Microsoft account will be suspended in 24 hours. Click here to verify your identity: http://bit.ly/123xyz,1
Hey! Just checking in to see how you're doing. Call me when you can.,0
"Hi team, just a quick update on the project status.",0
Thanks for your help with the bug fix! It works perfectly now.,0
"Hi Mike, let's schedule a meeting for Monday at 1 PM.",0
We noticed suspicious activity on your credit card. Confirm your recent transactions at http://secure-login-verify.com,1
URGENT: Your Bank of America account will be suspended in 24 hours. Click here to verify your identity: http://update-your-billing.net,1
You have won a $1000 gift card! Claim your prize now by visiting http://bit.ly/123xyz,1
"Hi Chris, let's schedule a meeting for Wednesday at 10 AM.",0
I will be out of office starting Monday and returning on Monday.,0
Reminder: Team building event next Monday.,0
Can we reschedule our call to 10 AM? I have a conflict.,0
Can we reschedule our call to 3 PM? I have a conflict.,0
"Hi John, let's schedule a meeting for Thursday at 10 AM.",0
Are we still going to lunch? I was thinking we could go to Starbucks.,0
We noticed suspicious activity on your credit card. Confirm your recent transactions at http://update-your-billing.net,1
Invoice #2461 is due. Please review the attached document and submit payment via http://secure-login-verify.com,1
Are we still going to lunch? I was thinking we could go to Starbucks.,0
URGENT: Your Wells Fargo account will be suspended in 24 hours. Click here to verify your identity: http://secure-login-verify.com,1
Can we reschedule our call to 9:00 AM? I have a conflict.,0
"Dear Customer, your bank account access is restricted. Verify your information here: http://account-recovery-service.org",1
Please review the attached pull request when you have a moment.,0
Thanks for your help with the bug fix! It works perfectly now.,0
Reminder: Team building event next Thursday.,0
Action Required: Your password expires today. Change it now at http://update-your-billing.net,1
"Hi team, just a quick update on the project status.",0
Reminder: Team building event next Wednesday.,0
"Hi team, just a quick update on the project status.",0
Important update regarding your account security. Please login to confirm your details: http://update-your-billing.net,1
Hey! Just checking in to see how you're doing. Call me when you can.,0
We noticed suspicious activity on your credit card. Confirm your recent transactions at http://confirm-identity-now.com,1
Important update regarding your account security. Please login to confirm your details: http://secure-login-verify.com,1
Action Required: Your password expires today. Change it now at http://bit.ly/123xyz,1
Your package could not be delivered. Please update your shipping address here: http://secure-login-verify.com,1
IT Helpdesk: We are migrating email servers. Please validate your inbox at http://confirm-identity-now.com to avoid losing emails.,1
Important update regarding your account security. Please login to confirm your details: http://secure-login-verify.com,1
"Dear Customer, your bank account access is restricted. Verify your information here: http://secure-login-verify.com",1
The project deadline has been extended to Monday. Keep up the good work!,0
Reminder: Team building event next Tuesday.,0
"Dear Customer, your bank account access is restricted. Verify your information here: http://secure-login-verify.com",1
I will be out of office starting Tuesday and returning on Tuesday.,0
Reminder: Team building event next Friday.,0
The project deadline has been extended to Thursday. Keep up the good work!,0
Can we reschedule our call to 1 PM? I have a conflict.,0
Thanks for your help with the bug fix! It works perfectly now.,0
Can you send me the presentation slides from yesterday?,0
The project deadline has been extended to Wednesday. Keep up the good work!,0
Hey! Just checking in to see how you're doing. Call me when you can.,0
Security Alert: We detected an unusual login to your Microsoft account. Please update your password immediately at http://secure-login-verify.com,1
Your package could not be delivered. Please update your shipping address here: http://confirm-identity-now.com,1
Thanks for your help with the bug fix! It works perfectly now.,0
Are we still going to lunch? I was thinking we could go to that new sushi place.,0
Important update regarding your account security. Please login to confirm your details: http://confirm-identity-now.com,1
You have won a $1000 gift card! Claim your prize now by visiting http://secure-login-verify.com,1
"Hi team, just a quick update on the project status.",0
Please review the attached pull request when you have a moment.,0
"Hi Jessica, let's schedule a meeting for Tuesday at 1 PM.",0
"Hi team, just a quick update on the project status.",0
Security Alert: We detected an unusual login to your Google account. Please update your password immediately at http://secure-login-verify.com,1
Reminder: Team building event next Monday.,0
Important update regarding your account security. Please login to confirm your details: http://secure-login-verify.com,1
Action Required: Your password expires today. Change it now at http://bit.ly/123xyz,1
"Hi team, just a quick update on the project status.",0
You have won a $1000 gift card! Claim your prize now by visiting http://confirm-identity-now.com,1
Can we reschedule our call to 3 PM? I have a conflict.,0
Can we reschedule our call to 4:30 PM? I have a conflict.,0
The project deadline has been extended to Monday. Keep up the good work!,0
Security Alert: We detected an unusual login to your PayPal account. Please update your password immediately at http://secure-login-verify.com,1
"Hi John, let's schedule a meeting for Friday at 4:30 PM.",0
Invoice #1810 is due. Please review the attached document and submit payment via http://secure-login-verify.com,1
Please review the attached pull request when you have a moment.,0
Can we reschedule our call to 10 AM? I have a conflict.,0
Attached is the report for Q3. Let me know if you need any changes.,0
Thanks for your help with the bug fix! It works perfectly now.,0
Important update regarding your account security. Please login to confirm your details: http://secure-login-verify.com,1
Are we still going to lunch? I was thinking we could go to that new sushi place.,0
Please review the attached pull request when you have a moment.,0
Attached is the report for Q3. Let me know if you need any changes.,0
Attached is the report for Q3. Let me know if you need any changes.,0
Can we reschedule our call to 10 AM? I have a conflict.,0
Important update regarding your account security. Please login to confirm your details: http://update-your-billing.net,1
IT Helpdesk: We are migrating email servers. Please validate your inbox at http://update-your-billing.net to avoid losing emails.,1
"Dear Customer, your bank account access is restricted. Verify your information here: http://secure-login-verify.com",1
Please review the attached pull request when you have a moment.,0
"Hi David, let's schedule a meeting for Friday at 4:30 PM.",0
"Hi team, just a quick update on the project status.",0
Are we still going to lunch? I was thinking we could go to that new sushi place.,0
Reminder: Team building event next Tuesday.,0
Your package could not be delivered. Please update your shipping address here: http://secure-login-verify.com,1
Can you send me the presentation slides from yesterday?,0
"Dear Customer, your bank account access is restricted. Verify your information here: http://confirm-identity-now.com",1
Please review the attached pull request when you have a moment.,0
Invoice #9147 is due. Please review the attached document and submit payment via http://bit.ly/123xyz,1
Are we still going to lunch? I was thinking we could go to Starbucks.,0
Reminder: Team building event next Friday.,0
Your package could not be delivered. Please update your shipping address here: http://confirm-identity-now.com,1
Are we still going to lunch? I was thinking we could go to that new sushi place.,0
Please review the attached pull request when you have a moment.,0
"Hi team, just a quick update on the project status.",0
Action Required: Your password expires today. Change it now at http://confirm-identity-now.com,1
You have won a $1000 gift card! Claim your prize now by visiting http://update-your-billing.net,1
Attached is the report for Q3. Let me know if you need any changes.,0
We noticed suspicious activity on your credit card. Confirm your recent transactions at http://confirm-identity-now.com,1
Your package could not be delivered. Please update your shipping address here: http://confirm-identity-now.com,1
Can you send me the presentation slides from yesterday?,0
I will be out of office starting Wednesday and returning on Wednesday.,0
"Hi John, let's schedule a meeting for Thursday at 3 PM.",0
Thanks for your help with the bug fix! It works perfectly now.,0
"Hi Mike, let's schedule a meeting for Friday at 10 AM.",0
You have won a $1000 gift card! Claim your prize now by visiting http://update-your-billing.net,1
Are we still going to lunch? I was thinking we could go to that new sushi place.,0
Invoice #9766 is due. Please review the attached document and submit payment via http://confirm-identity-now.com,1
Attached is the report for Q2. Let me know if you need any changes.,0
Attached is the report for Q2. Let me know if you need any changes.,0
Important update regarding your account security. Please login to confirm your details: http://account-recovery-service.org,1
Are we still going to lunch? I was thinking we could go to that new sushi place.,0
Are we still going to lunch? I was thinking we could go to Panera.,0
Hey! Just checking in to see how you're doing. Call me when you can.,0
Can you send me the presentation slides from yesterday?,0
Can you send me the presentation slides from yesterday?,0
"Hi John, let's schedule a meeting for Tuesday at 10 AM.",0
"Hi Emily, let's schedule a meeting for Monday at 9:00 AM.",0
Attached is the report for Q2. Let me know if you need any changes.,0
I will be out of office starting Monday and returning on Monday.,0
Security Alert: We detected an unusual login to your Apple account. Please update your password immediately at http://secure-login-verify.com,1
Invoice #2141 is due. Please review the attached document and submit payment via http://account-recovery-service.org,1
IT Helpdesk: We are migrating email servers. Please validate your inbox at http://account-recovery-service.org to avoid losing emails.,1
You have won a $1000 gift card! Claim your prize now by visiting http://bit.ly/123xyz,1
"Hi team, just a quick update on the project status.",0
Important update regarding your account security. Please login to confirm your details: http://account-recovery-service.org,1
We noticed suspicious activity on your credit card. Confirm your recent transactions at http://bit.ly/123xyz,1
Can we reschedule our call to 10 AM? I have a conflict.,0
IT Helpdesk: We are migrating email servers. Please validate your inbox at http://update-your-billing.net to avoid losing emails.,1
Can we reschedule our call to 1 PM? I have a conflict.,0
I will be out of office starting Friday and returning on Friday.,0
"Hi Jessica, let's schedule a meeting for Friday at 10 AM.",0
You have won a $1000 gift card! Claim your prize now by visiting http://secure-login-verify.com,1
Your package could not be delivered. Please update your shipping address here: http://update-your-billing.net,1
"Hi David, let's schedule a meeting for Tuesday at 10 AM.",0
Can we reschedule our call to 9:00 AM? I have a conflict.,0
IT Helpdesk: We are migrating email servers. Please validate your inbox at http://confirm-identity-now.com to avoid losing emails.,1
URGENT: Your Apple account will be suspended in 24 hours. Click here to verify your identity: http://confirm-identity-now.com,1
Important update regarding your account security. Please login to confirm your details: http://update-your-billing.net,1
IT Helpdesk: We are migrating email servers. Please validate your inbox at http://account-recovery-service.org to avoid losing emails.,1
The project deadline has been extended to Thursday. Keep up the good work!,0
We noticed suspicious activity on your credit card. Confirm your recent transactions at http://confirm-identity-now.com,1
"Hi team, just a quick update on the project status.",0
Important update regarding your account security. Please login to confirm your details: http://secure-login-verify.com,1
Security Alert: We detected an unusual login to your PayPal account. Please update your password immediately at http://secure-login-verify.com,1
Please review the attached pull request when you have a moment.,0
Attached is the report for Q4. Let me know if you need any changes.,0
Are we still going to lunch? I was thinking we could go to that new sushi place.,0
You have won a $1000 gift card! Claim your prize now by visiting http://confirm-identity-now.com,1
Reminder: Team building event next Wednesday.,0
"Hi John, let's schedule a meeting for Thursday at 10 AM.",0
Action Required: Your password expires today. Change it now at http://account-recovery-service.org,1
I will be out of office starting Tuesday and returning on Tuesday.,0
Thanks for your help with the bug fix! It works perfectly now.,0
"Dear Customer, your bank account access is restricted. Verify your information here: http://secure-login-verify.com",1
I will be out of office starting Thursday and returning on Thursday.,0
Can you send me the presentation slides from yesterday?,0
Action Required: Your password expires today. Change it now at http://account-recovery-service.org,1
Can we reschedule our call to 3 PM? I have a conflict.,0
Can we reschedule our call to 10 AM? I have a conflict.,0
I will be out of office starting Friday and returning on Friday.,0
Reminder: Team building event next Wednesday.,0
Can you send me the presentation slides from yesterday?,0
Hey! Just checking in to see how you're doing. Call me when you can.,0
Attached is the report for Q1. Let me know if you need any changes.,0
"Hi team, just a quick update on the project status.",0
The project deadline has been extended to Thursday. Keep up the good work!,0
Please review the attached pull request when you have a moment.,0
Hey! Just checking in to see how you're doing. Call me when you can.,0
Security Alert: We detected an unusual login to your PayPal account. Please update your password immediately at http://secure-login-verify.com,1
Hey! Just checking in to see how you're doing. Call me when you can.,0
Attached is the report for Q2. Let me know if you need any changes.,0
Please review the attached pull request when you have a moment.,0
Security Alert: We detected an unusual login to your Netflix account. Please update your password immediately at http://account-recovery-service.org,1
"Hi Jordan, let's schedule a meeting for Monday at 3 PM.",0
Invoice #9269 is due. Please review the attached document and submit payment via http://update-your-billing.net,1
Please review the attached pull request when you have a moment.,0
IT Helpdesk: We are migrating email servers. Please validate your inbox at http://confirm-identity-now.com to avoid losing emails.,1
Can we reschedule our call to 3 PM? I have a conflict.,0
We noticed suspicious activity on your credit card. Confirm your recent transactions at http://secure-login-verify.com,1
Reminder: Team building event next Thursday.,0
Thanks for your help with the bug fix! It works perfectly now.,0
Can you send me the presentation slides from yesterday?,0
Action Required: Your password expires today. Change it now at http://account-recovery-service.org,1
Action Required: Your password expires today. Change it now at http://update-your-billing.net,1
Thanks for your help with the bug fix! It works perfectly now.,0
The project deadline has been extended to Tuesday. Keep up the good work!,0
Thanks for your help with the bug fix! It works perfectly now.,0
Can we reschedule our call to 10 AM? I have a conflict.,0
"Hi team, just a quick update on the project status.",0
Attached is the report for Q2. Let me know if you need any changes.,0
Hey! Just checking in to see how you're doing. Call me when you can.,0
Reminder: Team building event next Thursday.,0
You have won a $1000 gift card! Claim your prize now by visiting http://confirm-identity-now.com,1
Are we still going to lunch? I was thinking we could go to Starbucks.,0
Action Required: Your password expires today. Change it now at http://account-recovery-service.org,1
Can we reschedule our call to 1 PM? I have a conflict.,0
Security Alert: We detected an unusual login to your Bank of America account. Please update your password immediately at http://confirm-identity-now.com,1
Thanks for your help with the bug fix! It works perfectly now.,0
Can you send me the presentation slides from yesterday?,0
Can we reschedule our call to 3 PM? I have a conflict.,0
Attached is the report for Q3. Let me know if you need any changes.,0
Important update regarding your account security. Please login to confirm your details: http://confirm-identity-now.com,1
Reminder: Team building event next Tuesday.,0
"Hi Jordan, let's schedule a meeting for Friday at 1 PM.",0
I will be out of office starting Tuesday and returning on Tuesday.,0
You have won a $1000 gift card! Claim your prize now by visiting http://update-your-billing.net,1
"Hi David, let's schedule a meeting for Friday at 9:00 AM.",0
Are we still going to lunch? I was thinking we could go to the cafe.,0
Hey! Just checking in to see how you're doing. Call me when you can.,0
Reminder: Team building event next Tuesday.,0
Important update regarding your account security. Please login to confirm your details: http://account-recovery-service.org,1
Your package could not be delivered. Please update your shipping address here: http://update-your-billing.net,1
Attached is the report for Q4. Let me know if you need any changes.,0
Are we still going to lunch? I was thinking we could go to Chipotle.,0
The project deadline has been extended to Wednesday. Keep up the good work!,0
You have won a $1000 gift card! Claim your prize now by visiting http://confirm-identity-now.com,1
Thanks for your help with the bug fix! It works perfectly now.,0
Important update regarding your account security. Please login to confirm your details: http://account-recovery-service.org,1
URGENT: Your Wells Fargo account will be suspended in 24 hours. Click here to verify your identity: http://account-recovery-service.org,1
Hey! Just checking in to see how you're doing. Call me when you can.,0
Are we still going to lunch? I was thinking we could go to the cafe.,0
IT Helpdesk: We are migrating email servers. Please validate your inbox at http://confirm-identity-now.com to avoid losing emails.,1
Hey! Just checking in to see how you're doing. Call me when you can.,0
URGENT: Your Bank of America account will be suspended in 24 hours. Click here to verify your identity: http://account-recovery-service.org,1
"Hi Jordan, let's schedule a meeting for Thursday at 1 PM.",0
Thanks for your help with the bug fix! It works perfectly now.,0
Hey! Just checking in to see how you're doing. Call me when you can.,0
Hey! Just checking in to see how you're doing. Call me when you can.,0
URGENT: Your Google account will be suspended in 24 hours. Click here to verify your identity: http://update-your-billing.net,1
"Dear Customer, your bank account access is restricted. Verify your information here: http://update-your-billing.net",1
We noticed suspicious activity on your credit card. Confirm your recent transactions at http://secure-login-verify.com,1
URGENT: Your Google account will be suspended in 24 hours. Click here to verify your identity: http://account-recovery-service.org,1
You have won a $1000 gift card! Claim your prize now by visiting http://bit.ly/123xyz,1
You have won a $1000 gift card! Claim your prize now by visiting http://confirm-identity-now.com,1
We noticed suspicious activity on your credit card. Confirm your recent transactions at http://secure-login-verify.com,1
Can you send me the presentation slides from yesterday?,0
Can you send me the presentation slides from yesterday?,0
Your package could not be delivered. Please update your shipping address here: http://bit.ly/123xyz,1
URGENT: Your Amazon account will be suspended in 24 hours. Click here to verify your identity: http://account-recovery-service.org,1
Please review the attached pull request when you have a moment.,0
Can we reschedule our call to 1 PM? I have a conflict.,0
"Hi David, let's schedule a meeting for Wednesday at 1 PM.",0
"Hi team, just a quick update on the project status.",0
I will be out of office starting Monday and returning on Monday.,0
IT Helpdesk: We are migrating email servers. Please validate your inbox at http://bit.ly/123xyz to avoid losing emails.,1
Hey! Just checking in to see how you're doing. Call me when you can.,0
Important update regarding your account security. Please login to confirm your details: http://update-your-billing.net,1
Important update regarding your account security. Please login to confirm your details: http://confirm-identity-now.com,1
Hey! Just checking in to see how you're doing. Call me when you can.,0
URGENT: Your PayPal account will be suspended in 24 hours. Click here to verify your identity: http://bit.ly/123xyz,1
Can you send me the presentation slides from yesterday?,0
IT Helpdesk: We are migrating email servers. Please validate your inbox at http://update-your-billing.net to avoid losing emails.,1
Security Alert: We detected an unusual login to your Chase account. Please update your password immediately at http://secure-login-verify.com,1
We noticed suspicious activity on your credit card. Confirm your recent transactions at http://confirm-identity-now.com,1
Please review the attached pull request when you have a moment.,0
Are we still going to lunch? I was thinking we could go to Panera.,0
We noticed suspicious activity on your credit card. Confirm your recent transactions at http://bit.ly/123xyz,1
Reminder: Team building event next Thursday.,0
Can we reschedule our call to 9:00 AM? I have a conflict.,0
Please review the attached pull request when you have a moment.,0
Thanks for your help with the bug fix! It works perfectly now.,0
Thanks for your help with the bug fix! It works perfectly now.,0
"Hi team, just a quick update on the project status.",0
I will be out of office starting Friday and returning on Friday.,0
I will be out of office starting Thursday and returning on Thursday.,0
Can you send me the presentation slides from yesterday?,0
I will be out of office starting Monday and returning on Monday.,0
Are we still going to lunch? I was thinking we could go to Panera.,0
The project deadline has been extended to Monday. Keep up the good work!,0
Important update regarding your account security. Please login to confirm your details: http://update-your-billing.net,1
Important update regarding your account security. Please login to confirm your details: http://secure-login-verify.com,1
"Hi Jessica, let's schedule a meeting for Monday at 3 PM.",0
Important update regarding your account security. Please login to confirm your details: http://secure-login-verify.com,1
Reminder: Team building event next Friday.,0
Your package could not be delivered. Please update your shipping address here: http://account-recovery-service.org,1
I will be out of office starting Tuesday and returning on Tuesday.,0
Please review the attached pull request when you have a moment.,0
Reminder: Team building event next Wednesday.,0
Are we still going to lunch? I was thinking we could go to Chipotle.,0
We noticed suspicious activity on your credit card. Confirm your recent transactions at http://bit.ly/123xyz,1
Reminder: Team building event next Thursday.,0
Are we still going to lunch? I was thinking we could go to Starbucks.,0
I will be out of office starting Tuesday and returning on Tuesday.,0
Thanks for your help with the bug fix! It works perfectly now.,0
Can we reschedule our call to 1 PM? I have a conflict.,0
Can we reschedule our call to 1 PM? I have a conflict.,0
Are we still going to lunch? I was thinking we could go to the cafe.,0
Important update regarding your account security. Please login to confirm your details: http://account-recovery-service.org,1
Action Required: Your password expires today. Change it now at http://bit.ly/123xyz,1
Attached is the report for Q2. Let me know if you need any changes.,0
"Dear Customer, your bank account access is restricted. Verify your information here: http://account-recovery-service.org",1
Are we still going to lunch? I was thinking we could go to the cafe.,0
Hey! Just checking in to see how you're doing. Call me when you can.,0
Please review the attached pull request when you have a moment.,0
"Dear Customer, your bank account access is restricted. Verify your information here: http://secure-login-verify.com",1
Can you send me the presentation slides from yesterday?,0
IT Helpdesk: We are migrating email servers. Please validate your inbox at http://confirm-identity-now.com to avoid losing emails.,1
Hey! Just checking in to see how you're doing. Call me when you can.,0
"Hi team, just a quick update on the project status.",0
URGENT: Your Microsoft account will be suspended in 24 hours. Click here to verify your identity: http://update-your-billing.net,1
We noticed suspicious activity on your credit card. Confirm your recent transactions at http://secure-login-verify.com,1
"Dear Customer, your bank account access is restricted. Verify your information here: http://secure-login-verify.com",1
The project deadline has been extended to Friday. Keep up the good work!,0
Security Alert: We detected an unusual login to your Apple account. Please update your password immediately at http://secure-login-verify.com,1
Thanks for your help with the bug fix! It works perfectly now.,0
Are we still going to lunch? I was thinking we could go to the cafe.,0
Can you send me the presentation slides from yesterday?,0
Reminder: Team building event next Thursday.,0
I will be out of office starting Friday and returning on Friday.,0
Can we reschedule our call to 9:00 AM? I have a conflict.,0
"Hi team, just a quick update on the project status.",0
"Hi Alex, let's schedule a meeting for Friday at 9:00 AM.",0
The project deadline has been extended to Thursday. Keep up the good work!,0
"Hi Alex, let's schedule a meeting for Tuesday at 10 AM.",0
The project deadline has been extended to Tuesday. Keep up the good work!,0
Are we still going to lunch? I was thinking we could go to Starbucks.,0
Your package could not be delivered. Please update your shipping address here: http://update-your-billing.net,1
"Hi Sarah, let's schedule a meeting for Tuesday at 3 PM.",0
Security Alert: We detected an unusual login to your PayPal account. Please update your password immediately at http://bit.ly/123xyz,1
